chr	start	end	strand	manual_assessment	previously_annotated	recount3_score	intropolis_score	repeat_overlap	antisense_overlap	intron_length	prediction_recount3	prediction_intropolis
11	45382992	45412515	-1	Yes	no	139	16	No_overlap	no	29524	ACCEPTED	ACCEPTED
17	13141481	13148335	1	Yes	no	139	0	Type_I_Transposons/SINE	no	6855	REJECTED	REJECTED
17	70157434	70157588	-1	Yes	no	139	0	No_overlap	no	155	ACCEPTED	REJECTED
16	56189653	56191735	-1	Yes	no	139	0	No_overlap	yes	2083	REJECTED	REJECTED
11	44475673	44484686	1	Yes	no	139	0	Type_I_Transposons/SINE	no	9014	REJECTED	REJECTED
1	157945762	157960928	1	Yes	no	139	0	LTRs	no	15167	ACCEPTED	REJECTED
7	133034773	133035693	1	Yes	no	139	16	No_overlap	yes	921	REJECTED	REJECTED
7	25831578	25831765	-1	Yes	no	140	6	No_overlap	no	188	ACCEPTED	ACCEPTED
5	88712866	88778745	1	Yes	no	140	0	No_overlap	no	65880	ACCEPTED	REJECTED
1	9372389	9375012	-1	Yes	no	140	19	LTRs	no	2624	ACCEPTED	ACCEPTED
11	64889341	64893410	-1	Yes	no	140	0	Type_I_Transposons/LINE	no	4070	ACCEPTED	REJECTED
10	61095099	61114537	1	Yes	no	140	0	No_overlap	no	19439	ACCEPTED	REJECTED
19	18522576	18531395	1	Yes	no	140	0	No_overlap	no	8820	ACCEPTED	REJECTED
19	51124659	51125810	-1	Yes	no	140	6	No_overlap	yes	1152	REJECTED	REJECTED
1	4461344	4462988	-1	Yes	no	140	8	No_overlap	no	1645	ACCEPTED	ACCEPTED
21	6075901	6076003	1	Yes	no	140	0	No_overlap	no	103	ACCEPTED	REJECTED
3	87089608	87112940	1	Yes	no	140	9	No_overlap	no	23333	ACCEPTED	ACCEPTED
X	39123166	39125812	1	Yes	no	141	5	Type_I_Transposons/SINE	no	2647	REJECTED	REJECTED
7	143515646	143518281	1	Yes	no	141	3	No_overlap	no	2636	ACCEPTED	ACCEPTED
3	75423062	75429135	-1	Yes	no	141	0	No_overlap	no	6074	ACCEPTED	REJECTED
5	88542071	88556669	-1	Yes	no	141	7	No_overlap	no	14599	ACCEPTED	ACCEPTED
2	210206878	210213036	1	Yes	no	141	7	Type_I_Transposons/SINE,LTRs	no	6159	REJECTED	REJECTED
5	20772528	20773805	-1	Yes	no	141	0	Type_I_Transposons/SINE,LTRs	no	1278	REJECTED	REJECTED
9	72315091	72345537	1	Yes	no	141	0	No_overlap	no	30447	ACCEPTED	REJECTED
2	113843354	113889720	-1	Yes	no	141	0	No_overlap	no	46367	ACCEPTED	REJECTED
1	143813007	143820836	-1	Yes	no	141	97	No_overlap	no	7830	ACCEPTED	ACCEPTED
14	56797715	56798914	-1	Yes	no	141	0	No_overlap	no	1200	ACCEPTED	REJECTED
6	1380918	1381432	-1	Yes	no	142	8	No_overlap	no	515	ACCEPTED	ACCEPTED
22	47635354	48013740	1	Yes	no	142	96	LTRs	no	378387	ACCEPTED	ACCEPTED
1	62861525	62906086	-1	Yes	no	142	0	Type_I_Transposons/SINE	no	44562	REJECTED	REJECTED
18	34879765	34882001	-1	Yes	no	142	0	No_overlap	no	2237	ACCEPTED	REJECTED
18	64875085	64887991	-1	Yes	no	142	0	Type_I_Transposons/LINE	no	12907	ACCEPTED	REJECTED
13	71041555	71075438	1	Yes	no	142	5	Tandem_repeats	no	33884	REJECTED	REJECTED
5	68436858	68439094	1	Yes	no	142	9	No_overlap	no	2237	ACCEPTED	ACCEPTED
13	102701415	102704179	-1	Yes	no	142	9	LTRs	no	2765	ACCEPTED	ACCEPTED
4	9141976	9142385	-1	Yes	no	142	27	Type_I_Transposons/SINE	no	410	REJECTED	REJECTED
5	116727180	116727484	-1	Yes	no	142	0	Type_II_Transposons	no	305	ACCEPTED	REJECTED
9	125251534	125254577	1	Yes	no	143	9	Type_I_Transposons/SINE	no	3044	REJECTED	REJECTED
X	141626228	141626430	1	Yes	no	143	0	No_overlap	no	203	ACCEPTED	REJECTED
6	57115259	57116425	-1	Yes	no	143	0	Type_I_Transposons/SINE	no	1167	REJECTED	REJECTED
16	52075012	52084083	-1	Yes	no	143	3	No_overlap	no	9072	ACCEPTED	ACCEPTED
21	39062027	39083621	1	Yes	no	143	9	No_overlap	no	21595	ACCEPTED	ACCEPTED
5	91256550	91313077	-1	Yes	no	143	0	No_overlap	no	56528	ACCEPTED	REJECTED
15	90994936	91030130	1	Yes	no	143	5	No_overlap	yes	35195	REJECTED	REJECTED
8	8569415	8569669	1	Yes	yes	143	0	LTRs	no	255	ACCEPTED	REJECTED
3	65165912	65167300	-1	Yes	no	143	3	LTRs	no	1389	ACCEPTED	ACCEPTED
3	83979030	83990643	1	Yes	no	143	0	No_overlap	no	11614	ACCEPTED	REJECTED
6	164930415	164934395	1	Yes	no	144	0	LTRs	no	3981	ACCEPTED	REJECTED
19	55504811	55520771	-1	Yes	no	144	4	Type_I_Transposons/SINE	no	15961	REJECTED	REJECTED
4	38952872	38953764	-1	Yes	no	144	0	Type_I_Transposons/LINE	no	893	ACCEPTED	REJECTED
8	20313420	20343620	1	Yes	no	144	0	Tandem_repeats,LTRs	no	30201	REJECTED	REJECTED
7	97966975	97972134	-1	Yes	no	144	0	No_overlap	no	5160	ACCEPTED	REJECTED
4	78646169	78650552	-1	Yes	no	144	0	Type_I_Transposons/LINE	yes	4384	REJECTED	REJECTED
20	21088031	21093468	-1	Yes	yes	144	7	LTRs	no	5438	ACCEPTED	ACCEPTED
17	30551205	30551739	-1	Yes	no	144	0	No_overlap	yes	535	REJECTED	REJECTED
1	148427993	148432094	1	Yes	no	144	0	No_overlap	no	4102	REJECTED	REJECTED
2	98310553	98333440	-1	Yes	no	144	0	No_overlap	no	22888	ACCEPTED	REJECTED
6	8283508	8307452	1	Yes	no	145	0	Type_II_Transposons,LTRs	no	23945	ACCEPTED	REJECTED
1	170227059	170239969	1	Yes	no	145	7	No_overlap	no	12911	ACCEPTED	ACCEPTED
9	114662812	114663016	1	Yes	no	145	5	No_overlap	no	205	ACCEPTED	ACCEPTED
12	46372543	46373312	1	Yes	no	145	0	No_overlap	yes	770	REJECTED	REJECTED
22	17130527	17131614	1	Yes	no	145	0	Type_I_Transposons/LINE	no	1088	ACCEPTED	REJECTED
10	113538441	113539339	-1	Yes	no	145	6	LTRs	no	899	ACCEPTED	ACCEPTED
2	8580048	8584034	-1	Yes	no	145	0	No_overlap	no	3987	ACCEPTED	REJECTED
14	29390478	29408847	1	Yes	no	145	23	LTRs	no	18370	ACCEPTED	ACCEPTED
11	20223906	20235311	1	Yes	no	145	0	Type_I_Transposons/LINE	no	11406	ACCEPTED	REJECTED
5	50967323	50967689	-1	Yes	no	145	0	No_overlap	no	367	ACCEPTED	REJECTED
14	105742875	105747325	-1	Yes	no	146	0	No_overlap	no	4451	ACCEPTED	REJECTED
10	45107084	45142099	-1	Yes	no	146	5	No_overlap	no	35016	ACCEPTED	ACCEPTED
13	44158585	44161750	1	Yes	no	146	2	No_overlap	no	3166	ACCEPTED	ACCEPTED
11	115989470	116002431	1	Yes	no	146	0	No_overlap	no	12962	ACCEPTED	REJECTED
3	71627785	71627888	1	Yes	no	146	13	No_overlap	no	104	ACCEPTED	ACCEPTED
3	66762366	66762560	1	Yes	no	146	0	No_overlap	no	195	ACCEPTED	REJECTED
19	53424166	53425591	-1	Yes	no	146	13	Type_I_Transposons/SINE,LTRs	yes	1426	REJECTED	REJECTED
Y	8677495	8678986	-1	Yes	no	146	0	No_overlap	no	1492	ACCEPTED	REJECTED
3	117531417	117533593	1	Yes	no	146	0	No_overlap	no	2177	ACCEPTED	REJECTED
2	88142036	88170471	-1	Yes	no	146	0	Type_I_Transposons/LINE	yes	28436	REJECTED	REJECTED
2	32825511	32898539	1	Yes	yes	147	23	No_overlap	no	73029	ACCEPTED	ACCEPTED
14	105095769	105098714	1	Yes	no	147	0	Type_I_Transposons/SINE	no	2946	REJECTED	REJECTED
15	20283228	20283495	1	Yes	no	147	23	No_overlap	no	268	ACCEPTED	ACCEPTED
7	137074884	137074974	1	Yes	no	147	22	No_overlap	no	91	ACCEPTED	ACCEPTED
4	125567018	125567167	-1	Yes	no	147	0	LTRs	no	150	ACCEPTED	REJECTED
15	22540561	22541994	1	Yes	no	147	0	Type_I_Transposons/LINE	no	1434	ACCEPTED	REJECTED
6	169000643	169023581	1	Yes	no	147	3	No_overlap	no	22939	ACCEPTED	ACCEPTED
1	161685211	161702252	-1	Yes	no	147	0	Type_I_Transposons/LINE	no	17042	ACCEPTED	REJECTED
22	18184067	18188622	-1	Yes	yes	147	0	No_overlap	no	4556	ACCEPTED	REJECTED
17	60129091	60130793	-1	Yes	yes	147	0	Type_I_Transposons/LINE,LTRs	no	1703	ACCEPTED	REJECTED
10	43912479	43980453	1	Yes	no	148	4	No_overlap	no	67975	ACCEPTED	ACCEPTED
3	5426680	5432102	1	Yes	no	148	20	LTRs	no	5423	ACCEPTED	ACCEPTED
15	79258412	79260228	-1	Yes	no	148	2	Type_II_Transposons	no	1817	ACCEPTED	ACCEPTED
12	34147855	34149588	-1	Yes	no	148	5	No_overlap	no	1734	ACCEPTED	ACCEPTED
12	21760086	21773314	1	Yes	no	148	7	LTRs	yes	13229	REJECTED	REJECTED
7	66545359	66573384	-1	Yes	no	148	7	Type_I_Transposons/SINE	no	28026	REJECTED	REJECTED
16	21277815	21291177	1	Yes	no	148	20	Type_I_Transposons/SINE	no	13363	REJECTED	REJECTED
11	78149008	78175252	1	Yes	no	148	5	Type_I_Transposons/SINE	no	26245	REJECTED	REJECTED
16	172919	173540	-1	No	no	148	0	No_overlap	yes	622	REJECTED	REJECTED
1	230574034	230604565	-1	Yes	no	148	3	LTRs	no	30532	ACCEPTED	ACCEPTED
6	41530232	41531292	-1	Yes	no	149	0	Type_I_Transposons/SINE	no	1061	REJECTED	REJECTED
3	73250501	73254627	-1	Yes	no	149	6	Type_I_Transposons/LINE	no	4127	ACCEPTED	ACCEPTED
17	36673276	36674213	-1	Yes	no	149	0	Type_II_Transposons	no	938	ACCEPTED	REJECTED
1	120287243	120341716	-1	Yes	no	149	0	Type_I_Transposons/SINE	no	54474	REJECTED	REJECTED
9	6408757	6411773	-1	Yes	no	149	0	No_overlap	no	3017	ACCEPTED	REJECTED
14	57068107	57112190	-1	Yes	no	149	0	No_overlap	no	44084	ACCEPTED	REJECTED
14	103273204	103274296	1	Yes	no	149	18	Tandem_repeats	no	1093	REJECTED	REJECTED
8	85164469	85178688	-1	Yes	no	149	8	Type_II_Transposons	no	14220	ACCEPTED	ACCEPTED
18	37636064	37637591	1	Yes	no	149	8	No_overlap	no	1528	ACCEPTED	ACCEPTED
12	67833973	67849730	-1	Yes	no	149	0	Type_I_Transposons/LINE,LTRs	no	15758	ACCEPTED	REJECTED
12	131261206	131261374	-1	Yes	no	150	12	No_overlap	no	169	ACCEPTED	ACCEPTED
1	176265119	176276834	1	Yes	no	150	5	Type_I_Transposons/SINE,Type_I_Transposons/LINE	no	11716	REJECTED	REJECTED
15	97411279	97428961	1	Yes	no	150	6	No_overlap	no	17683	ACCEPTED	ACCEPTED
12	126166964	126171315	1	Yes	yes	150	5	Type_I_Transposons/SINE	no	4352	REJECTED	REJECTED
1	235020138	235020582	-1	Yes	no	150	0	Type_I_Transposons/SINE	no	445	REJECTED	REJECTED
20	56802243	56804279	-1	Yes	no	150	12	Type_I_Transposons/SINE,Tandem_repeats	no	2037	REJECTED	REJECTED
7	157526105	157526399	1	Yes	no	150	0	Type_I_Transposons/LINE	no	295	ACCEPTED	REJECTED
9	114814769	114818218	-1	Yes	no	150	0	LTRs	no	3450	ACCEPTED	REJECTED
15	92877838	92881602	-1	Yes	no	150	2	Type_I_Transposons/LINE	no	3765	ACCEPTED	ACCEPTED
12	111387381	111403137	1	Yes	no	150	0	Type_I_Transposons/SINE	no	15757	REJECTED	REJECTED
9	131799162	131807394	-1	Yes	no	151	6	No_overlap	no	8233	ACCEPTED	ACCEPTED
10	9365198	9456421	-1	Yes	no	151	12	No_overlap	no	91224	ACCEPTED	ACCEPTED
19	19843992	19861062	-1	Yes	no	151	0	Type_I_Transposons/SINE	no	17071	REJECTED	REJECTED
19	32391434	32404990	-1	Yes	no	151	0	Type_I_Transposons/SINE,Type_I_Transposons/LINE	no	13557	REJECTED	REJECTED
15	91599595	91604876	1	Yes	no	151	0	No_overlap	no	5282	ACCEPTED	REJECTED
12	95346180	95355759	1	Yes	no	151	14	No_overlap	yes	9580	REJECTED	REJECTED
22	23700832	23709785	-1	Yes	no	151	0	Type_I_Transposons/LINE	no	8954	ACCEPTED	REJECTED
2	117623483	117649527	-1	Yes	no	151	0	Type_I_Transposons/LINE	no	26045	ACCEPTED	REJECTED
2	21119233	21123812	-1	Yes	no	151	6	No_overlap	no	4580	ACCEPTED	ACCEPTED
12	67689530	67710515	-1	Yes	no	151	0	LTRs	no	20986	ACCEPTED	REJECTED
6	159467746	159473966	1	Yes	no	152	0	No_overlap	no	6221	ACCEPTED	REJECTED
21	33058205	33062079	1	Yes	no	152	4	LTRs	no	3875	ACCEPTED	ACCEPTED
20	61967501	61968025	1	Yes	no	152	0	Type_I_Transposons/LINE	no	525	ACCEPTED	REJECTED
9	119805741	119874534	-1	Yes	no	152	32	LTRs	no	68794	ACCEPTED	ACCEPTED
3	181984492	182000107	1	Yes	yes	152	6	No_overlap	no	15616	ACCEPTED	ACCEPTED
3	117696731	117698039	-1	Yes	no	152	25	No_overlap	no	1309	ACCEPTED	ACCEPTED
21	15928530	15962673	1	Yes	yes	152	8	No_overlap	no	34144	ACCEPTED	ACCEPTED
3	43192778	43195836	1	Yes	no	152	0	No_overlap	no	3059	ACCEPTED	REJECTED
22	21658160	21658265	1	Yes	no	152	0	No_overlap	no	106	ACCEPTED	REJECTED
2	215750418	215828858	-1	Yes	no	152	0	No_overlap	no	78441	ACCEPTED	REJECTED
9	101023357	101028266	-1	Yes	no	153	0	Type_I_Transposons/SINE	no	4910	REJECTED	REJECTED
1	225734022	225777110	-1	Yes	no	153	26	No_overlap	no	43089	ACCEPTED	ACCEPTED
2	46440231	46440658	1	Yes	no	153	0	Type_I_Transposons/LINE	no	428	ACCEPTED	REJECTED
7	24403956	24427243	1	Yes	no	153	0	LTRs	no	23288	ACCEPTED	REJECTED
X	105769328	105773287	-1	Yes	no	153	11	No_overlap	no	3960	ACCEPTED	ACCEPTED
8	129674972	129679927	-1	Yes	no	153	6	No_overlap	no	4956	ACCEPTED	ACCEPTED
1	146499343	146505330	1	Yes	no	153	0	Type_I_Transposons/LINE	no	5988	ACCEPTED	REJECTED
3	31501340	31518873	-1	Yes	no	153	5	LTRs	no	17534	ACCEPTED	ACCEPTED
20	52428148	52438858	1	Yes	no	153	27	LTRs	no	10711	ACCEPTED	ACCEPTED
14	49528884	49543078	-1	Yes	no	153	0	Type_I_Transposons/SINE	no	14195	REJECTED	REJECTED
9	87865432	87865901	1	Yes	yes	154	0	No_overlap	no	470	ACCEPTED	REJECTED
7	108603269	108631632	1	Yes	no	154	3	No_overlap	no	28364	ACCEPTED	ACCEPTED
2	146103049	146104238	-1	Yes	no	154	0	LTRs	no	1190	ACCEPTED	REJECTED
21	20781710	20782306	-1	Yes	yes	154	18	LTRs	no	597	ACCEPTED	ACCEPTED
14	83915143	83915253	-1	Yes	no	154	3	Type_I_Transposons/LINE	no	111	ACCEPTED	ACCEPTED
7	75295044	75295940	-1	Yes	no	154	0	Type_I_Transposons/LINE	no	897	ACCEPTED	REJECTED
3	118726923	118802996	-1	Yes	no	154	34	Type_I_Transposons/SINE,LTRs	no	76074	REJECTED	REJECTED
2	64291541	64299673	-1	Yes	no	154	0	Type_I_Transposons/LINE	yes	8133	REJECTED	REJECTED
12	5248870	5252938	-1	Yes	no	154	6	Type_II_Transposons	no	4069	ACCEPTED	ACCEPTED
1	75723331	75723956	1	Yes	no	154	8	LTRs	yes	626	REJECTED	REJECTED
11	29621822	29622634	1	Yes	no	155	2	LTRs	no	813	ACCEPTED	ACCEPTED
12	52897516	52904910	1	Yes	no	155	5	No_overlap	yes	7395	REJECTED	REJECTED
2	37325463	37326476	1	Yes	no	155	4	No_overlap	no	1014	ACCEPTED	ACCEPTED
5	164468906	164470046	-1	Yes	no	155	62	Type_I_Transposons/SINE	yes	1141	REJECTED	REJECTED
5	99929700	99930442	1	Yes	no	155	11	Type_I_Transposons/SINE,LTRs	no	743	REJECTED	REJECTED
10	90180142	90258457	-1	Yes	no	155	7	LTRs	no	78316	ACCEPTED	ACCEPTED
3	64799746	64807957	1	Yes	no	155	0	No_overlap	no	8212	ACCEPTED	REJECTED
X	142264587	142270269	-1	Yes	no	155	9	LTRs	no	5683	ACCEPTED	ACCEPTED
12	54080366	54081244	-1	Yes	no	155	5	No_overlap	no	879	ACCEPTED	ACCEPTED
6	160464307	160464719	-1	Yes	no	155	17	No_overlap	no	413	ACCEPTED	ACCEPTED
3	72222754	72255794	-1	Yes	no	156	0	Type_I_Transposons/SINE	no	33041	REJECTED	REJECTED
20	8984776	8984914	-1	Yes	no	156	0	No_overlap	no	139	ACCEPTED	REJECTED
11	83294483	83313776	1	Yes	no	156	9	Type_II_Transposons	no	19294	ACCEPTED	ACCEPTED
12	38202227	38205906	1	Yes	no	156	15	No_overlap	yes	3680	REJECTED	REJECTED
16	51755131	51771563	1	Yes	no	156	0	No_overlap	no	16433	ACCEPTED	REJECTED
4	9690605	9691816	-1	Yes	no	156	9	No_overlap	no	1212	ACCEPTED	ACCEPTED
8	25563389	25578279	-1	Yes	no	156	0	No_overlap	no	14891	ACCEPTED	REJECTED
2	83086270	83102974	1	Yes	no	156	0	No_overlap	no	16705	ACCEPTED	REJECTED
1	207181543	207228787	1	Yes	no	156	0	No_overlap	no	47245	ACCEPTED	REJECTED
1	181106927	181108975	1	Yes	no	156	6	No_overlap	no	2049	ACCEPTED	ACCEPTED
13	77326375	77327263	1	Yes	no	157	10	No_overlap	no	889	ACCEPTED	ACCEPTED
6	21681016	21802656	1	Yes	no	157	36	Type_I_Transposons/SINE	no	121641	REJECTED	REJECTED
13	78792493	78824743	-1	Yes	no	157	0	Type_I_Transposons/LINE	no	32251	ACCEPTED	REJECTED
2	113325554	113342125	1	Yes	no	157	14	No_overlap	no	16572	ACCEPTED	ACCEPTED
22	35838415	35838460	1	No	no	157	0	No_overlap	no	46	REJECTED	REJECTED
18	73713122	73714852	1	Yes	no	157	22	No_overlap	no	1731	ACCEPTED	ACCEPTED
13	22932146	22936514	1	Yes	no	157	4	No_overlap	no	4369	ACCEPTED	ACCEPTED
2	49563470	49597615	1	Yes	no	157	6	Type_I_Transposons/LINE,LTRs	no	34146	ACCEPTED	ACCEPTED
9	78297245	78329263	-1	Yes	no	157	5	No_overlap	yes	32019	REJECTED	REJECTED
9	104667347	104688248	1	Yes	no	157	0	No_overlap	no	20902	ACCEPTED	REJECTED
8	53422290	53422696	-1	Yes	no	158	0	LTRs	no	407	ACCEPTED	REJECTED
14	26739981	26806235	1	Yes	no	158	0	Type_II_Transposons,Type_I_Transposons/LINE	no	66255	ACCEPTED	REJECTED
3	62294779	62369305	-1	Yes	no	158	47	No_overlap	no	74527	ACCEPTED	ACCEPTED
1	236958616	236978752	-1	Yes	no	158	25	No_overlap	no	20137	ACCEPTED	ACCEPTED
19	52242363	52245892	-1	Yes	no	158	0	No_overlap	no	3530	ACCEPTED	REJECTED
20	17859633	17860063	1	Yes	no	158	10	No_overlap	no	431	ACCEPTED	ACCEPTED
1	207690884	207751484	-1	Yes	no	158	25	LTRs	no	60601	ACCEPTED	ACCEPTED
6	169067983	169068282	1	Yes	yes	158	3	No_overlap	no	300	ACCEPTED	ACCEPTED
8	125387315	125388384	1	Yes	no	158	16	No_overlap	no	1070	ACCEPTED	ACCEPTED
12	3211703	3211782	-1	No	no	158	0	No_overlap	no	80	ACCEPTED	REJECTED
17	76557849	76558944	1	Yes	no	159	0	No_overlap	no	1096	ACCEPTED	REJECTED
11	13786114	13847706	1	Yes	yes	159	0	No_overlap	no	61593	ACCEPTED	REJECTED
8	9417729	9425115	1	Yes	no	159	0	LTRs	no	7387	ACCEPTED	REJECTED
8	127960502	127989161	1	Yes	no	159	13	No_overlap	no	28660	ACCEPTED	ACCEPTED
5	141850541	141850774	1	Yes	no	159	0	Tandem_repeats	no	234	REJECTED	REJECTED
7	31231929	31234505	1	Yes	no	159	0	No_overlap	no	2577	ACCEPTED	REJECTED
8	142638590	142638707	1	Yes	no	159	6	No_overlap	no	118	ACCEPTED	ACCEPTED
14	30621887	30622161	-1	Yes	no	159	0	No_overlap	no	275	ACCEPTED	REJECTED
2	222799740	222819254	-1	Yes	no	159	0	No_overlap	no	19515	ACCEPTED	REJECTED
7	73011556	73021006	1	Yes	no	159	0	No_overlap	no	9451	ACCEPTED	REJECTED
9	135353329	135354001	1	Yes	no	160	0	No_overlap	no	673	ACCEPTED	REJECTED
2	70094269	70094371	-1	Yes	no	160	11	No_overlap	no	103	ACCEPTED	ACCEPTED
2	68319276	68332656	1	Yes	no	160	0	No_overlap	yes	13381	REJECTED	REJECTED
5	178731292	178750958	1	Yes	no	160	10	No_overlap	no	19667	ACCEPTED	ACCEPTED
1	117283804	117284382	-1	Yes	no	160	0	No_overlap	no	579	ACCEPTED	REJECTED
19	29215593	29220664	1	Yes	no	160	7	Type_I_Transposons/SINE	no	5072	REJECTED	REJECTED
1	212664688	212667260	-1	Yes	no	160	0	Type_I_Transposons/SINE	no	2573	REJECTED	REJECTED
2	68834211	68836410	-1	Yes	no	160	0	No_overlap	no	2200	ACCEPTED	REJECTED
18	40368041	40377338	1	Yes	no	160	14	Type_I_Transposons/LINE	no	9298	ACCEPTED	ACCEPTED
13	105751172	105763739	1	Yes	no	160	17	LTRs	no	12568	ACCEPTED	ACCEPTED
20	5434402	5463759	-1	Yes	no	161	0	Type_I_Transposons/LINE	no	29358	ACCEPTED	REJECTED
13	22428673	22452507	1	Yes	no	161	4	Type_I_Transposons/LINE	no	23835	ACCEPTED	ACCEPTED
14	85197962	85199978	-1	Yes	no	161	11	LTRs	no	2017	ACCEPTED	ACCEPTED
2	111289138	111290524	1	Yes	no	161	0	No_overlap	no	1387	ACCEPTED	REJECTED
16	73941585	73947762	1	Yes	no	161	0	No_overlap	yes	6178	REJECTED	REJECTED
9	123998714	124000245	-1	Yes	no	161	20	No_overlap	no	1532	ACCEPTED	ACCEPTED
6	54737539	54801736	-1	Yes	no	161	4	Type_I_Transposons/LINE	no	64198	ACCEPTED	ACCEPTED
1	152189656	152206858	1	Yes	no	161	4	No_overlap	no	17203	ACCEPTED	ACCEPTED
2	22880759	22883396	-1	Yes	no	161	0	No_overlap	no	2638	ACCEPTED	REJECTED
6	134336085	134372824	-1	Yes	no	161	28	No_overlap	no	36740	ACCEPTED	ACCEPTED
5	118207578	118265353	1	Yes	no	162	0	LTRs	no	57776	ACCEPTED	REJECTED
8	120599	120870	1	Yes	no	162	0	No_overlap	no	272	ACCEPTED	REJECTED
3	151568799	151636383	1	Yes	no	162	7	Type_I_Transposons/LINE	no	67585	ACCEPTED	ACCEPTED
8	57582330	57586878	1	Yes	no	162	2	LTRs	no	4549	ACCEPTED	ACCEPTED
19	35947247	35963546	1	Yes	no	162	0	Type_I_Transposons/SINE	no	16300	REJECTED	REJECTED
9	136649066	136649175	-1	Yes	no	162	0	No_overlap	no	110	ACCEPTED	REJECTED
13	75128081	75148251	1	Yes	no	162	20	No_overlap	no	20171	ACCEPTED	ACCEPTED
8	80274244	80285686	1	Yes	no	162	14	Type_I_Transposons/SINE	no	11443	REJECTED	REJECTED
17	60083732	60085054	-1	Yes	no	162	25	No_overlap	no	1323	ACCEPTED	ACCEPTED
12	54214807	54216371	-1	Yes	no	162	0	No_overlap	no	1565	ACCEPTED	REJECTED
9	27272089	27275912	-1	Yes	no	163	0	Type_II_Transposons	no	3824	ACCEPTED	REJECTED
5	88684578	88685210	1	Yes	no	163	11	No_overlap	yes	633	REJECTED	REJECTED
9	115741542	115742952	-1	Yes	no	163	7	Type_I_Transposons/SINE	no	1411	REJECTED	REJECTED
19	19752832	19754678	-1	Yes	no	163	6	Tandem_repeats,Satellite_repeats	no	1847	REJECTED	REJECTED
1	116990466	116990614	-1	Yes	no	163	7	No_overlap	no	149	ACCEPTED	ACCEPTED
2	190838962	190841782	-1	Yes	no	163	0	LTRs	no	2821	ACCEPTED	REJECTED
12	126730002	126744769	1	Yes	no	163	0	No_overlap	no	14768	ACCEPTED	REJECTED
2	191167726	191168514	-1	Yes	no	163	0	Type_I_Transposons/SINE	no	789	REJECTED	REJECTED
3	164903663	164903888	-1	Yes	no	163	5	Type_I_Transposons/LINE	no	226	ACCEPTED	ACCEPTED
2	236167670	236169339	1	Yes	no	163	11	No_overlap	no	1670	ACCEPTED	ACCEPTED
8	102412036	102437640	1	Yes	no	164	0	Type_I_Transposons/SINE	no	25605	REJECTED	REJECTED
20	56296348	56299418	-1	Yes	no	164	10	LTRs	no	3071	ACCEPTED	ACCEPTED
8	57881848	57958275	1	Yes	no	164	11	Type_II_Transposons	no	76428	ACCEPTED	ACCEPTED
8	8190241	8226427	1	Yes	no	164	0	Type_I_Transposons/SINE,Tandem_repeats	yes	36187	REJECTED	REJECTED
7	26117097	26117359	-1	Yes	no	164	4	No_overlap	yes	263	REJECTED	REJECTED
9	40092957	40106357	-1	Yes	no	164	0	Satellite_repeats,LTRs	no	13401	ACCEPTED	REJECTED
2	231505877	231506499	-1	Yes	no	164	17	Type_I_Transposons/SINE	no	623	REJECTED	REJECTED
8	48659967	48694750	1	Yes	no	164	0	No_overlap	no	34784	ACCEPTED	REJECTED
2	128510986	128513516	-1	Yes	no	164	0	No_overlap	no	2531	ACCEPTED	REJECTED
8	22264531	22274978	-1	Yes	no	164	2	Type_I_Transposons/SINE	no	10448	REJECTED	REJECTED
5	2659804	2662368	1	Yes	no	165	9	No_overlap	no	2565	ACCEPTED	ACCEPTED
8	64376871	64378058	1	Yes	no	165	0	No_overlap	no	1188	ACCEPTED	REJECTED
4	181830035	181834646	-1	Yes	no	165	4	No_overlap	no	4612	ACCEPTED	ACCEPTED
4	82996352	83002608	1	Yes	no	165	0	Type_II_Transposons	no	6257	ACCEPTED	REJECTED
13	90498266	90513487	1	Yes	yes	165	0	No_overlap	no	15222	ACCEPTED	REJECTED
1	157929612	157945655	1	Yes	no	165	10	LTRs	no	16044	ACCEPTED	ACCEPTED
10	80651982	80653442	1	Yes	no	165	9	No_overlap	no	1461	ACCEPTED	ACCEPTED
1	149158927	149162378	1	Yes	no	165	0	Type_I_Transposons/SINE	no	3452	REJECTED	REJECTED
2	94556391	94582872	-1	No	no	165	0	Tandem_repeats,Satellite_repeats	no	26482	REJECTED	REJECTED
7	152130940	152131255	-1	Yes	no	165	0	No_overlap	no	316	ACCEPTED	REJECTED
8	142598574	142606567	1	Yes	no	166	11	No_overlap	no	7994	ACCEPTED	ACCEPTED
16	65373584	65392993	1	Yes	no	166	0	No_overlap	no	19410	ACCEPTED	REJECTED
12	93173507	93174886	1	Yes	no	166	0	Type_I_Transposons/LINE	no	1380	ACCEPTED	REJECTED
14	18636763	18637083	1	Yes	no	166	6	No_overlap	yes	321	REJECTED	REJECTED
6	21376259	21380132	1	Yes	no	166	51	Type_I_Transposons/LINE	no	3874	ACCEPTED	ACCEPTED
5	140108604	140108702	-1	Yes	no	166	4	No_overlap	no	99	ACCEPTED	ACCEPTED
10	131052743	131068541	-1	Yes	no	166	3	Type_I_Transposons/SINE	no	15799	REJECTED	REJECTED
2	216921024	216921979	-1	Yes	no	166	0	No_overlap	no	956	ACCEPTED	REJECTED
13	104902229	104931316	-1	Yes	no	166	6	No_overlap	no	29088	ACCEPTED	ACCEPTED
